timestamp,power,cadence
2026-04-22 07:48:28,46,72
2026-04-22 07:48:29,42,72
2026-04-22 07:48:30,41,71
2026-04-22 07:48:31,43,69
2026-04-22 07:48:32,44,68
2026-04-22 07:48:33,47,68
2026-04-22 07:48:34,50,69
2026-04-22 07:48:35,51,70
2026-04-22 07:48:36,51,71
2026-04-22 07:48:37,47,71
2026-04-22 07:48:38,43,70
2026-04-22 07:48:39,47,68
2026-04-22 07:48:40,49,69
2026-04-22 07:48:41,49,69
2026-04-22 07:48:42,49,68
2026-04-22 07:48:43,49,68
2026-04-22 07:48:44,47,69
2026-04-22 07:48:45,48,69
2026-04-22 07:48:46,52,69
2026-04-22 07:48:47,51,70
2026-04-22 07:48:48,49,71
2026-04-22 07:48:49,49,71
2026-04-22 07:48:50,51,71
2026-04-22 07:48:51,49,72
2026-04-22 07:48:52,47,72
2026-04-22 07:48:53,50,71
2026-04-22 07:48:54,49,70
2026-04-22 07:48:55,47,69
2026-04-22 07:48:56,50,70
2026-04-22 07:48:57,52,72
2026-04-22 07:48:58,50,72
2026-04-22 07:48:59,46,72
2026-04-22 07:49:00,48,71
2026-04-22 07:49:01,53,71
2026-04-22 07:49:02,54,71
2026-04-22 07:49:03,53,72
2026-04-22 07:49:04,51,73
2026-04-22 07:49:05,50,74
2026-04-22 07:49:06,50,73
2026-04-22 07:49:07,49,73
2026-04-22 07:49:08,50,72
2026-04-22 07:49:09,53,73
2026-04-22 07:49:10,50,73
2026-04-22 07:49:11,50,73
2026-04-22 07:49:12,50,73
2026-04-22 07:49:13,44,72
2026-04-22 07:49:14,46,70
2026-04-22 07:49:15,53,70
2026-04-22 07:49:16,53,72
2026-04-22 07:49:17,52,72
2026-04-22 07:49:18,51,73
2026-04-22 07:49:19,48,74
2026-04-22 07:49:20,48,74
2026-04-22 07:49:21,54,73
2026-04-22 07:49:22,52,73
2026-04-22 07:49:23,49,73
2026-04-22 07:49:24,53,72
2026-04-22 07:49:25,53,72
2026-04-22 07:49:26,53,73
2026-04-22 07:49:27,59,74
2026-04-22 07:49:28,56,75
2026-04-22 07:49:29,51,75
2026-04-22 07:49:30,53,74
2026-04-22 07:49:31,53,74
2026-04-22 07:49:32,52,75
2026-04-22 07:49:33,51,75
2026-04-22 07:49:34,49,75
2026-04-22 07:49:35,51,74
2026-04-22 07:49:36,52,74
2026-04-22 07:49:37,42,76
2026-04-22 07:49:38,41,74
2026-04-22 07:49:39,43,71
2026-04-22 07:49:40,44,71
2026-04-22 07:49:41,52,70
2026-04-22 07:49:42,46,72
2026-04-22 07:49:43,42,72
2026-04-22 07:49:44,50,71
2026-04-22 07:49:45,50,71
2026-04-22 07:49:46,46,71
2026-04-22 07:49:47,48,70
2026-04-22 07:49:48,51,72
2026-04-22 07:49:49,50,72
2026-04-22 07:49:50,51,72
2026-04-22 07:49:51,51,72
2026-04-22 07:49:52,43,71
2026-04-22 07:49:53,43,68
2026-04-22 07:49:54,51,69
2026-04-22 07:49:55,52,69
2026-04-22 07:49:56,45,70
2026-04-22 07:49:57,48,69
2026-04-22 07:49:58,51,70
2026-04-22 07:49:59,49,71
2026-04-22 07:50:00,49,72
2026-04-22 07:50:01,47,72
2026-04-22 07:50:02,50,71
2026-04-22 07:50:03,59,72
2026-04-22 07:50:04,49,74
2026-04-22 07:50:05,41,72
2026-04-22 07:50:06,47,70
2026-04-22 07:50:07,52,70
2026-04-22 07:50:08,53,71
2026-04-22 07:50:09,49,72
2026-04-22 07:50:10,48,72
2026-04-22 07:50:11,47,72
2026-04-22 07:50:12,45,70
2026-04-22 07:50:13,49,71
2026-04-22 07:50:14,45,70
2026-04-22 07:50:15,40,71
2026-04-22 07:50:16,45,68
2026-04-22 07:50:17,50,69
2026-04-22 07:50:18,47,69
2026-04-22 07:50:19,45,69
2026-04-22 07:50:20,42,68
2026-04-22 07:50:21,43,68
2026-04-22 07:50:22,48,67
2026-04-22 07:50:23,49,68
2026-04-22 07:50:24,49,69
2026-04-22 07:50:25,56,69
2026-04-22 07:50:26,59,70
2026-04-22 07:50:27,67,70
2026-04-22 07:50:28,68,70
2026-04-22 07:50:29,57,72
2026-04-22 07:50:30,59,70
2026-04-22 07:50:31,62,70
2026-04-22 07:50:32,63,70
2026-04-22 07:50:33,69,70
2026-04-22 07:50:34,67,72
2026-04-22 07:50:35,63,73
2026-04-22 07:50:36,66,72
2026-04-22 07:50:37,67,72
2026-04-22 07:50:38,64,72
2026-04-22 07:50:39,62,70
2026-04-22 07:50:40,61,70
2026-04-22 07:50:41,59,69
2026-04-22 07:50:42,59,70
2026-04-22 07:50:43,58,70
2026-04-22 07:50:44,59,71
2026-04-22 07:50:45,61,73
2026-04-22 07:50:46,58,75
2026-04-22 07:50:47,60,75
2026-04-22 07:50:48,70,75
2026-04-22 07:50:49,69,76
2026-04-22 07:50:50,61,77
2026-04-22 07:50:51,59,76
2026-04-22 07:50:52,60,75
2026-04-22 07:50:53,58,74
2026-04-22 07:50:54,56,74
2026-04-22 07:50:55,57,73
2026-04-22 07:50:56,61,72
2026-04-22 07:50:57,60,73
2026-04-22 07:50:58,55,74
2026-04-22 07:50:59,56,74
2026-04-22 07:51:00,56,73
2026-04-22 07:51:01,56,72
2026-04-22 07:51:02,57,71
2026-04-22 07:51:03,59,72
2026-04-22 07:51:04,58,72
2026-04-22 07:51:05,54,72
2026-04-22 07:51:06,53,72
2026-04-22 07:51:07,55,73
2026-04-22 07:51:08,57,74
2026-04-22 07:51:09,56,74
2026-04-22 07:51:10,53,74
2026-04-22 07:51:11,54,72
2026-04-22 07:51:12,58,71
2026-04-22 07:51:13,58,72
2026-04-22 07:51:14,58,72
2026-04-22 07:51:15,56,72
2026-04-22 07:51:16,57,72
2026-04-22 07:51:17,56,72
2026-04-22 07:51:18,50,71
2026-04-22 07:51:19,50,70
2026-04-22 07:51:20,57,70
2026-04-22 07:51:21,61,70
2026-04-22 07:51:22,60,71
2026-04-22 07:51:23,57,71
2026-04-22 07:51:24,55,71
2026-04-22 07:51:25,57,71
2026-04-22 07:51:26,60,72
2026-04-22 07:51:27,61,73
2026-04-22 07:51:28,60,74
2026-04-22 07:51:29,59,75
2026-04-22 07:51:30,60,74
2026-04-22 07:51:31,57,74
2026-04-22 07:51:32,51,73
2026-04-22 07:51:33,56,72
2026-04-22 07:51:34,60,73
2026-04-22 07:51:35,58,73
2026-04-22 07:51:36,58,73
2026-04-22 07:51:37,64,72
2026-04-22 07:51:38,67,74
2026-04-22 07:51:39,53,73
2026-04-22 07:51:40,48,72
2026-04-22 07:51:41,53,71
2026-04-22 07:51:42,57,71
2026-04-22 07:51:43,61,72
2026-04-22 07:51:44,62,73
2026-04-22 07:51:45,55,74
2026-04-22 07:51:46,45,72
2026-04-22 07:51:47,52,69
2026-04-22 07:51:48,57,68
2026-04-22 07:51:49,54,69
2026-04-22 07:51:50,52,69
2026-04-22 07:51:51,52,69
2026-04-22 07:51:52,62,69
2026-04-22 07:51:53,60,72
2026-04-22 07:51:54,53,73
2026-04-22 07:51:55,58,72
2026-04-22 07:51:56,56,72
2026-04-22 07:51:57,53,73
2026-04-22 07:51:58,56,72
2026-04-22 07:51:59,58,72
2026-04-22 07:52:00,58,71
2026-04-22 07:52:01,57,72
2026-04-22 07:52:02,53,71
2026-04-22 07:52:03,58,71
2026-04-22 07:52:04,59,71
2026-04-22 07:52:05,51,70
2026-04-22 07:52:06,52,70
2026-04-22 07:52:07,64,70
2026-04-22 07:52:08,76,73
2026-04-22 07:52:09,60,75
2026-04-22 07:52:10,46,75
2026-04-22 07:52:11,53,73
2026-04-22 07:52:12,54,73
2026-04-22 07:52:13,60,73
2026-04-22 07:52:14,66,74
2026-04-22 07:52:15,67,75
2026-04-22 07:52:16,68,76
2026-04-22 07:52:17,59,76
2026-04-22 07:52:18,60,76
2026-04-22 07:52:19,65,77
2026-04-22 07:52:20,59,75
2026-04-22 07:52:21,54,75
2026-04-22 07:52:22,45,74
2026-04-22 07:52:23,46,70
2026-04-22 07:52:24,62,68
2026-04-22 07:52:25,62,72
2026-04-22 07:52:26,54,72
2026-04-22 07:52:27,53,72
2026-04-22 07:52:28,49,71
2026-04-22 07:52:29,50,70
2026-04-22 07:52:30,53,68
2026-04-22 07:52:31,54,69
2026-04-22 07:52:32,57,70
2026-04-22 07:52:33,67,70
2026-04-22 07:52:34,67,70
2026-04-22 07:52:35,58,74
2026-04-22 07:52:36,54,74
2026-04-22 07:52:37,50,72
2026-04-22 07:52:38,49,70
2026-04-22 07:52:39,52,69
2026-04-22 07:52:40,58,68
2026-04-22 07:52:41,62,71
2026-04-22 07:52:42,58,73
2026-04-22 07:52:43,56,73
2026-04-22 07:52:44,59,73
2026-04-22 07:52:45,57,72
2026-04-22 07:52:46,50,72
2026-04-22 07:52:47,49,71
2026-04-22 07:52:48,48,69
2026-04-22 07:52:49,59,69
2026-04-22 07:52:50,59,70
2026-04-22 07:52:51,49,71
2026-04-22 07:52:52,53,70
2026-04-22 07:52:53,51,70
2026-04-22 07:52:54,50,69
2026-04-22 07:52:55,56,68
2026-04-22 07:52:56,55,70
2026-04-22 07:52:57,50,70
2026-04-22 07:52:58,52,70
2026-04-22 07:52:59,54,70
2026-04-22 07:53:00,51,69
2026-04-22 07:53:01,49,68
2026-04-22 07:53:02,52,67
2026-04-22 07:53:03,56,69
2026-04-22 07:53:04,55,69
2026-04-22 07:53:05,53,69
2026-04-22 07:53:06,54,69
2026-04-22 07:53:07,57,70
2026-04-22 07:53:08,56,71
2026-04-22 07:53:09,54,71
2026-04-22 07:53:10,54,71
2026-04-22 07:53:11,54,70
2026-04-22 07:53:12,52,69
2026-04-22 07:53:13,54,69
2026-04-22 07:53:14,49,69
2026-04-22 07:53:15,50,67
2026-04-22 07:53:16,59,68
2026-04-22 07:53:17,59,70
2026-04-22 07:53:18,51,70
2026-04-22 07:53:19,50,69
2026-04-22 07:53:20,61,69
2026-04-22 07:53:21,66,72
2026-04-22 07:53:22,58,73
2026-04-22 07:53:23,52,72
2026-04-22 07:53:24,54,69
2026-04-22 07:53:25,54,69
2026-04-22 07:53:26,52,69
2026-04-22 07:53:27,55,70
2026-04-22 07:53:28,54,70
2026-04-22 07:53:29,49,69
2026-04-22 07:53:30,54,68
2026-04-22 07:53:31,61,68
2026-04-22 07:53:32,56,70
2026-04-22 07:53:33,51,71
2026-04-22 07:53:34,55,71
2026-04-22 07:53:35,56,71
2026-04-22 07:53:36,52,71
2026-04-22 07:53:37,52,71
2026-04-22 07:53:38,57,70
2026-04-22 07:53:39,58,71
2026-04-22 07:53:40,53,72
2026-04-22 07:53:41,48,71
2026-04-22 07:53:42,50,71
2026-04-22 07:53:43,53,70
2026-04-22 07:53:44,57,70
2026-04-22 07:53:45,62,70
2026-04-22 07:53:46,64,69
2026-04-22 07:53:47,68,68
2026-04-22 07:53:48,76,68
2026-04-22 07:53:49,80,69
2026-04-22 07:53:50,80,69
2026-04-22 07:53:51,77,70
2026-04-22 07:53:52,73,71
2026-04-22 07:53:53,69,70
2026-04-22 07:53:54,71,69
2026-04-22 07:53:55,77,70
2026-04-22 07:53:56,75,71
2026-04-22 07:53:57,73,72
2026-04-22 07:53:58,71,71
2026-04-22 07:53:59,69,69
2026-04-22 07:54:00,72,69
2026-04-22 07:54:01,76,70
2026-04-22 07:54:02,73,71
2026-04-22 07:54:03,69,72
2026-04-22 07:54:04,67,72
2026-04-22 07:54:05,66,72
2026-04-22 07:54:06,63,71
2026-04-22 07:54:07,63,70
2026-04-22 07:54:08,70,70
2026-04-22 07:54:09,70,70
2026-04-22 07:54:10,63,72
2026-04-22 07:54:11,63,71
2026-04-22 07:54:12,64,70
2026-04-22 07:54:13,65,70
2026-04-22 07:54:14,68,70
2026-04-22 07:54:15,71,71
2026-04-22 07:54:16,69,73
2026-04-22 07:54:17,67,72
2026-04-22 07:54:18,63,71
2026-04-22 07:54:19,61,72
2026-04-22 07:54:20,61,71
2026-04-22 07:54:21,64,69
2026-04-22 07:54:22,67,70
2026-04-22 07:54:23,69,72
2026-04-22 07:54:24,67,71
2026-04-22 07:54:25,67,71
2026-04-22 07:54:26,64,72
2026-04-22 07:54:27,64,71
2026-04-22 07:54:28,62,71
2026-04-22 07:54:29,55,70
2026-04-22 07:54:30,62,68
2026-04-22 07:54:31,66,68
2026-04-22 07:54:32,63,68
2026-04-22 07:54:33,64,70
2026-04-22 07:54:34,64,69
2026-04-22 07:54:35,68,70
2026-04-22 07:54:36,68,71
2026-04-22 07:54:37,66,71
2026-04-22 07:54:38,65,71
2026-04-22 07:54:39,63,71
2026-04-22 07:54:40,68,71
2026-04-22 07:54:41,69,72
2026-04-22 07:54:42,64,71
2026-04-22 07:54:43,71,72
2026-04-22 07:54:44,72,72
2026-04-22 07:54:45,62,74
2026-04-22 07:54:46,61,72
2026-04-22 07:54:47,67,71
2026-04-22 07:54:48,67,72
2026-04-22 07:54:49,65,73
2026-04-22 07:54:50,68,71
2026-04-22 07:54:51,66,72
2026-04-22 07:54:52,64,72
2026-04-22 07:54:53,65,71
2026-04-22 07:54:54,68,72
2026-04-22 07:54:55,67,73
2026-04-22 07:54:56,65,73
2026-04-22 07:54:57,65,72
2026-04-22 07:54:58,68,71
2026-04-22 07:54:59,67,72
2026-04-22 07:55:00,62,73
2026-04-22 07:55:01,67,71
2026-04-22 07:55:02,72,72
2026-04-22 07:55:03,72,72
2026-04-22 07:55:04,70,74
2026-04-22 07:55:05,68,73
2026-04-22 07:55:06,67,72
2026-04-22 07:55:07,72,72
2026-04-22 07:55:08,74,74
2026-04-22 07:55:09,69,74
2026-04-22 07:55:10,69,74
2026-04-22 07:55:11,67,74
2026-04-22 07:55:12,61,73
2026-04-22 07:55:13,61,72
2026-04-22 07:55:14,66,71
2026-04-22 07:55:15,67,72
2026-04-22 07:55:16,65,72
2026-04-22 07:55:17,72,72
2026-04-22 07:55:18,72,74
2026-04-22 07:55:19,66,74
2026-04-22 07:55:20,65,73
2026-04-22 07:55:21,64,72
2026-04-22 07:55:22,65,72
2026-04-22 07:55:23,67,71
2026-04-22 07:55:24,69,72
2026-04-22 07:55:25,71,73
2026-04-22 07:55:26,75,73
2026-04-22 07:55:27,74,74
2026-04-22 07:55:28,70,74
2026-04-22 07:55:29,66,73
2026-04-22 07:55:30,62,72
2026-04-22 07:55:31,61,72
2026-04-22 07:55:32,65,70
2026-04-22 07:55:33,71,71
2026-04-22 07:55:34,67,72
2026-04-22 07:55:35,62,73
2026-04-22 07:55:36,66,72
2026-04-22 07:55:37,68,72
2026-04-22 07:55:38,68,73
2026-04-22 07:55:39,69,74
2026-04-22 07:55:40,70,75
2026-04-22 07:55:41,81,74
2026-04-22 07:55:42,97,72
2026-04-22 07:55:43,97,72
2026-04-22 07:55:44,92,72
2026-04-22 07:55:45,97,72
2026-04-22 07:55:46,100,71
2026-04-22 07:55:47,96,72
2026-04-22 07:55:48,96,73
2026-04-22 07:55:49,100,73
2026-04-22 07:55:50,105,72
2026-04-22 07:55:51,104,74
2026-04-22 07:55:52,97,74
2026-04-22 07:55:53,93,74
2026-04-22 07:55:54,88,73
2026-04-22 07:55:55,89,73
2026-04-22 07:55:56,92,72
2026-04-22 07:55:57,89,71
2026-04-22 07:55:58,86,71
2026-04-22 07:55:59,85,72
2026-04-22 07:56:00,82,72
2026-04-22 07:56:01,77,72
2026-04-22 07:56:02,76,72
2026-04-22 07:56:03,78,72
2026-04-22 07:56:04,75,72
2026-04-22 07:56:05,74,72
2026-04-22 07:56:06,82,70
2026-04-22 07:56:07,87,71
2026-04-22 07:56:08,84,73
2026-04-22 07:56:09,80,74
2026-04-22 07:56:10,78,73
2026-04-22 07:56:11,75,73
2026-04-22 07:56:12,78,73
2026-04-22 07:56:13,80,71
2026-04-22 07:56:14,79,70
2026-04-22 07:56:15,80,71
2026-04-22 07:56:16,81,71
2026-04-22 07:56:17,80,72
2026-04-22 07:56:18,71,72
2026-04-22 07:56:19,68,71
2026-04-22 07:56:20,79,70
2026-04-22 07:56:21,84,71
2026-04-22 07:56:22,84,72
2026-04-22 07:56:23,84,73
2026-04-22 07:56:24,84,73
2026-04-22 07:56:25,85,73
2026-04-22 07:56:26,83,74
2026-04-22 07:56:27,80,74
2026-04-22 07:56:28,74,73
2026-04-22 07:56:29,77,72
2026-04-22 07:56:30,87,72
2026-04-22 07:56:31,86,74
2026-04-22 07:56:32,79,75
2026-04-22 07:56:33,75,74
2026-04-22 07:56:34,78,73
2026-04-22 07:56:35,81,73
2026-04-22 07:56:36,84,73
2026-04-22 07:56:37,89,73
2026-04-22 07:56:38,86,76
2026-04-22 07:56:39,79,76
2026-04-22 07:56:40,78,74
2026-04-22 07:56:41,79,72
2026-04-22 07:56:42,77,73
2026-04-22 07:56:43,76,72
2026-04-22 07:56:44,78,72
2026-04-22 07:56:45,81,72
2026-04-22 07:56:46,82,72
2026-04-22 07:56:47,82,73
2026-04-22 07:56:48,80,74
2026-04-22 07:56:49,74,74
2026-04-22 07:56:50,71,72
2026-04-22 07:56:51,71,74
2026-04-22 07:56:52,73,72
2026-04-22 07:56:53,74,70
2026-04-22 07:56:54,69,70
2026-04-22 07:56:55,66,68
2026-04-22 07:56:56,73,67
2026-04-22 07:56:57,80,69
2026-04-22 07:56:58,77,73
2026-04-22 07:56:59,77,72
2026-04-22 07:57:00,82,73
2026-04-22 07:57:01,79,75
2026-04-22 07:57:02,72,75
2026-04-22 07:57:03,78,73
2026-04-22 07:57:04,78,71
2026-04-22 07:57:05,68,70
2026-04-22 07:57:06,73,69
2026-04-22 07:57:07,79,72
2026-04-22 07:57:08,81,72
2026-04-22 07:57:09,81,72
2026-04-22 07:57:10,82,72
2026-04-22 07:57:11,80,73
2026-04-22 07:57:12,80,72
2026-04-22 07:57:13,83,72
2026-04-22 07:57:14,79,73
2026-04-22 07:57:15,91,70
2026-04-22 07:57:16,107,69
2026-04-22 07:57:17,124,70
2026-04-22 07:57:18,123,70
2026-04-22 07:57:19,111,72
2026-04-22 07:57:20,113,70
2026-04-22 07:57:21,119,70
2026-04-22 07:57:22,118,71
2026-04-22 07:57:23,112,72
2026-04-22 07:57:24,110,72
2026-04-22 07:57:25,113,70
2026-04-22 07:57:26,109,70
2026-04-22 07:57:27,105,69
2026-04-22 07:57:28,107,69
2026-04-22 07:57:29,107,70
2026-04-22 07:57:30,103,71
2026-04-22 07:57:31,100,71
2026-04-22 07:57:32,99,71
2026-04-22 07:57:33,97,71
2026-04-22 07:57:34,97,71
2026-04-22 07:57:35,95,71
2026-04-22 07:57:36,92,72
2026-04-22 07:57:37,95,72
2026-04-22 07:57:38,97,73
2026-04-22 07:57:39,96,73
2026-04-22 07:57:40,90,73
2026-04-22 07:57:41,78,72
2026-04-22 07:57:42,74,70
2026-04-22 07:57:43,92,67
2026-04-22 07:57:44,100,70
2026-04-22 07:57:45,92,71
2026-04-22 07:57:46,92,71
2026-04-22 07:57:47,91,71
2026-04-22 07:57:48,88,71
2026-04-22 07:57:49,91,72
2026-04-22 07:57:50,94,74
2026-04-22 07:57:51,93,73
2026-04-22 07:57:52,94,72
2026-04-22 07:57:53,95,73
2026-04-22 07:57:54,96,72
2026-04-22 07:57:55,96,72
2026-04-22 07:57:56,99,72
2026-04-22 07:57:57,103,72
2026-04-22 07:57:58,106,72
2026-04-22 07:57:59,109,72
2026-04-22 07:58:00,109,72
2026-04-22 07:58:01,119,70
2026-04-22 07:58:02,127,71
2026-04-22 07:58:03,124,72
2026-04-22 07:58:04,119,72
2026-04-22 07:58:05,120,72
2026-04-22 07:58:06,123,71
2026-04-22 07:58:07,122,72
2026-04-22 07:58:08,120,72
2026-04-22 07:58:09,122,72
2026-04-22 07:58:10,123,72
2026-04-22 07:58:11,124,72
2026-04-22 07:58:12,127,73
2026-04-22 07:58:13,121,74
2026-04-22 07:58:14,107,73
2026-04-22 07:58:15,104,71
2026-04-22 07:58:16,105,71
2026-04-22 07:58:17,104,72
2026-04-22 07:58:18,104,72
2026-04-22 07:58:19,101,73
2026-04-22 07:58:20,96,73
2026-04-22 07:58:21,95,74
2026-04-22 07:58:22,95,73
2026-04-22 07:58:23,99,73
2026-04-22 07:58:24,98,75
